  100    4950
   23      75     100
   23      76      98
   23      77      23
   23      78      40
   23      79      77
   23      80      46
   23      81       4
   23      82      94
   23      83      24
   23      84      31
   23      85      26
   23      86      70
   23      87      27
   23      88       1
   23      89      50
   23      90      11
   23      91      63
   23      92       6
   23      93      45
   23      94      42
   23      95      51
   23      96      26
   23      97      38
   23      98      20
   23      99      40
   23     100      92
   24      25      36
   24      26      84
   24      27       2
   24      28      26
   24      29      89
   24      30     100
   24      31      65
   24      32      31
   24      33      94
   24      34      49
   24      35      83
   24      36      83
   24      37      76
   24      38      31
   24      39      75
   24      40      33
   24      41      16
   24      42      83
   24      43      11
   24      44      34
   24      45      12
   24      46      69
   24      47      67
   24      48      84
   24      49      11
   24      50      72
   24      51      35
   24      52      15
   24      53      72
   24      54      61
   24      55      71
   24      56      43
   24      57      11
   24      58       8
   24      59      58
   24      60      34
   24      61      65
   24      62      83
   24      63      72
   24      64      14
   24      65      58
   24      66      41
   24      67     100
   24      68      74
   24      69     100
   24      70       8
   24      71      67
   24      72      27
   24      73      12
   24      74      84
   24      75      39
   24      76      73
   24      77      76
   24      78      49
   24      79      74
   24      80      17
   24      81      17
   24      82      31
   24      83      13
   24      84      59
   24      85      34
   24      86      61
   24      87      17
   24      88       7
   24      89      98
   24      90      91
   24      91      49
   24      92      28
   24      93      20
   24      94      57
   24      95      30
   24      96      44
   24      97      20
   24      98      69
   24      99      30
   24     100      48
   25      26      82
   25      27     100
   25      28      18
   25      29       5
   25      30      92
   25      31      30
   25      32      55
   25      33       5
   25      34      16
   25      35      30
   25      36      78
   25      37      89
   25      38      25
   25      39       7
   25      40       9
   25      41      33
   25      42      72
   25      43      96
   25      44      36
   25      45      17
   25      46      68
   25      47      74
   25      48      22
   25      49      25
   25      50      35
   25      51      74
   25      52      71
   25      53      67
   25      54      10
   25      55      81
   25      56      61
   25      57      23
   25      58       8
   25      59      56
   25      60      25
   25      61      92
   25      62      37
   25      63      81
   25      64      19
   25      65      55
   25      66      56
   25      67      17
   25      68      51
   25      69      78
   25      70      50
   25      71      48
   25      72      25
   25      73      68
   25      74      90
   25      75      77
   25      76      85
   25      77      90
   25      78      13
   25      79      42
   25      80      56
   25      81      82
   25      82      70
   25      83      94
   25      84      39
   25      85      53
   25      86      27
   25      87      42
   25      88      27
   25      89      49
   25      90       3
   25      91      28
   25      92      88
   25      93      88
   25      94      71
   25      95      84
   25      96      63
   25      97      12
   25      98      66
   25      99      73
   25     100      31
   26      27      25
   26      28      26
   26      29      10
   26      30      63
   26      31      90
   26      32      35
   26      33      19
   26      34      35
   26      35      71
   26      36      39
   26      37      46
   26      38      31
   26      39      29
   26      40      61
   26      41       8
   26      42      40
   26      43      42
   26      44      32
   26      45      79
   26      46      98
   26      47      31
   26      48      83
   26      49      95
   26      50      21
   26      51      20
   26      52      85
   26      53       3
   26      54      71
   26      55      14
   26      56      40
   26      57      55
   26      58      11
   26      59     100
   26      60      68
   26      61      82
   26      62      17
   26      63      38
   26      64      98
   26      65      69
   26      66      38
   26      67      81
   26      68      45
   26      69       8
   26      70      29
   26      71      49
   26      72      91
   26      73       8
   26      74      46
   26      75      34
   26      76      50
   26      77     100
   26      78      67
   26      79      57
   26      80      42
   26      81      45
   26      82      12
   26      83       3
   26      84      28
   26      85      72
   26      86      76
   26      87      62
   26      88       1
   26      89      97
   26      90      69
   26      91       3
   26      92      17
   26      93      21
   26      94      81
   26      95      59
   26      96      23
   26      97      65
   26      98      34
   26      99      63
   26     100      99
   27      28      63
   27      29      61
   27      30      51
   27      31      67
   27      32      16
   27      33      75
   27      34      13
   27      35      59
   27      36      42
   27      37       6
   27      38      46
   27      39      91
   27      40       4
   27      41      26
   27      42      63
   27      43      36
   27      44      20
   27      45      94
   27      46      66
   27      47      80
   27      48      15
   27      49      31
   27      50      72
   27      51      23
   27      52      46
   27      53      37
   27      54      56
   27      55      32
   27      56      47
   27      57      33
   27      58       6
   27      59      87
   27      60      94
   27      61      16
   27      62       3
   27      63      18
   27      64      43
   27      65       7
   27      66      12
   27      67      93
   27      68      45
   27      69      79
   27      70      62
   27      71      12
   27      72      67
   27      73      44
   27      74      83
   27      75      38
   27      76      71
   27      77      30
   27      78      90
   27      79       8
   27      80      70
   27      81      50
   27      82       2
   27      83      44
   27      84      25
   27      85      53
   27      86      39
   27      87      44
   27      88      70
   27      89      62
   27      90      69
   27      91      99
   27      92      14
   27      93      86
   27      94      18
   27      95      97
   27      96      29
   27      97      66
   27      98       6
   27      99      29
   27     100      95
   28      29      56
   28      30      69
   28      31       9
   28      32      62
   28      33       9
   28      34      43
   28      35      20
   28      36      31
   28      37      33
   28      38      74
   28      39      58
   28      40      15
   28      41      30
   28      42      61
   28      43      96
   28      44      48
   28      45       4
   28      46      33
   28      47      30
   28      48       8
   28      49      30
   28      50      32
   28      51      70
   28      52       3
   28      53      64
   28      54      11
   28      55      61
   28      56      99
   28      57      46
   28      58      20
   28      59      93
   28      60      35
   28      61      99
   28      62      88
   28      63      73
   28      64      21
   28      65       8
   28      66       3
   28      67      23
   28      68      59
   28      69      20
   28      70      25
   28      71      10
   28      72      51
   28      73      85
   28      74      13
   28      75      13
   28      76      95
   28      77      21
   28      78       6
   28      79      20
   28      80      13
   28      81      28
   28      82     100
   28      83      52
   28      84      58
   28      85      84
   28      86      98
   28      87      93
   28      88      29
   28      89      84
   28      90      41
   28      91      15
   28      92      31
   28      93      95
   28      94      16
   28      95      31
   28      96      38
   28      97      43
   28      98      89
   28      99      35
   28     100      69
   29      30      83
   29      31      61
   29      32      11
   29      33      33
   29      34      98
   29      35     100
   29      36       4
   29      37      44
   29      38      88
   29      39      23
   29      40      16
   29      41      17
   29      42       3
   29      43       9
   29      44       9
   29      45      12
   29      46      12
   29      47      98
   29      48      41
   29      49      36
   29      50      98
   29      51      49
   29      52      44
   29      53      16
   29      54      63
   29      55      35
   29      56      92
   29      57      22
   29      58      80
   29      59      10
   29      60      48
   29      61      81
   29      62      57
   29      63      56
   29      64      99
   29      65      66
   29      66      23
   29      67      70
   29      68      23
   29      69      25
   29      70      17
   29      71      14
   29      72      86
   29      73      52
   29      74      30
   29      75      40
   29      76      54
   29      77      28
   29      78      89
   29      79      14
   29      80      30
   29      81      66
   29      82       6
   29      83       9
   29      84      43
   29      85      33
   29      86      27
   29      87      10
   29      88      74
   29      89      19
   29      90      71
   29      91      34
   29      92      87
   29      93      35
   29      94      62
   29      95      42
   29      96      44
   29      97      56
   29      98      28
   29      99      96
   29     100      60
   30      31      64
   30      32      93
   30      33      35
   30      34      33
   30      35      10
   30      36      54
   30      37      25
   30      38      51
   30      39      43
   30      40      51
   30      41      49
   30      42      48
   30      43      71
   30      44      11
   30      45      60
   30      46      11
   30      47      87
   30      48      88
   30      49      87
   30      50      70
   30      51      34
   30      52      55
   30      53      13
   30      54      78
   30      55      36
   30      56      96
   30      57      35
   30      58       6
   30      59      48
   30      60      32
   30      61      72
   30      62      20
   30      63      94
   30      64      52
   30      65      59
   30      66      76
   30      67      15
   30      68      58
   30      69      55
   30      70      55
   30      71      68
   30      72      37
   30      73      41
   30      74      43
   30      75      85
   30      76      61
   30      77      32
   30      78      69
   30      79      97
   30      80      27
   30      81      48
   30      82      92
   30      83      74
   30      84      52
   30      85      46
   30      86      21
   30      87      75
   30      88       9
   30      89      99
   30      90       3
   30      91      77
   30      92      59
   30      93      75
   30      94      84
   30      95       8
   30      96       7
   30      97      56
   30      98      46
   30      99      12
   30     100      35
   31      32      39
   31      33      69
   31      34      32
   31      35      51
   31      36      14
   31      37      98
   31      38      70
   31      39      16
   31      40      15
   31      41      91
   31      42      68
   31      43      10
   31      44      74
   31      45      96
   31      46      67
   31      47     100
   31      48      20
   31      49      38
   31      50      40
   31      51       9
   31      52      89
   31      53      27
   31      54      49
   31      55      37
   31      56      72
   31      57       9
   31      58      70
   31      59      36
   31      60       6
   31      61      47
   31      62      40
   31      63      26
   31      64      26
   31      65      75
   31      66      49
   31      67      41
   31      68      96
   31      69      47
   31      70       8
   31      71      45
   31      72      21
   31      73      72
   31      74      35
   31      75      51
   31      76       1
   31      77      23
   31      78      87
   31      79      72
   31      80      12
   31      81      27
   31      82      97
   31      83      20
   31      84      18
   31      85      22
   31      86      57
   31      87      66
   31      88      37
   31      89      76
   31      90       6
   31      91      12
   31      92      69
   31      93     100
   31      94      36
   31      95      40
   31      96      34
   31      97      30
   31      98      65
   31      99      23
   31     100      75
   32      33      51
   32      34      12
   32      35      13
   32      36      55
   32      37      99
   32      38      54
   32      39      98
   32      40      11
   32      41      93
   32      42      74
   32      43      23
   32      44      48
   32      45      97
   32      46      30
   32      47      12
   32      48      29
   32      49      92
   32      50      64
   32      51      81
   32      52      49
   32      53      28
   32      54      11
   32      55      85
   32      56      34
   32      57      92
   32      58      65
   32      59      46
   32      60       8
   32      61      68
   32      62      27
   32      63      31
   32      64      73
   32      65      14
   32      66      67
   32      67      82
   32      68      82
   32      69      34
   32      70      57
   32      71      47
   32      72      34
   32      73       3
   32      74      22
   32      75      73
   32      76      61
   32      77      79
   32      78      27
   32      79      77
   32      80      77
   32      81      21
   32      82      91
   32      83      77
   32      84      57
   32      85      38
   32      86       4
   32      87      98
   32      88      70
   32      89      10
   32      90      74
   32      91       7
   32      92      59
   32      93      19
   32      94      50
   32      95      95
   32      96      48
   32      97      14
   32      98      58
   32      99      65
   32     100      98
   33      34      56
   33      35      32
   33      36      25
   33      37       4
   33      38      91
   33      39      13
   33      40      61
   33      41      15
   33      42      65
   33      43      35
   33      44      26
   33      45      29
   33      46      72
   33      47      28
   33      48      12
   33      49      87
   33      50      17
   33      51      61
   33      52      16
   33      53       5
   33      54      16
   33      55       8
   33      56      67
   33      57      11
   33      58      22
   33      59      74
   33      60      56
   33      61      63
   33      62      48
   33      63      40
   33      64      15
   33      65      76
   33      66      19
   33      67      90
   33      68      38
   33      69      56
   33      70      92
   33      71      13
   33      72      31
   33      73      11
   33      74     100
   33      75      80
   33      76      88
   33      77      74
   33      78      76
   33      79      56
   33      80       4
   33      81      28
   33      82      34
   33      83      30
   33      84      94
   33      85      38
   33      86      42
   33      87     100
   33      88      53
   33      89      20
   33      90       1
   33      91      51
   33      92      53
   33      93     100
   33      94      98
   33      95      97
   33      96      63
   33      97      86
   33      98      82
   33      99      13
   33     100      48
   34      35      20
   34      36      33
   34      37      32
   34      38      55
   34      39      39
   34      40      75
   34      41      78
   34      42       9
   34      43       9
   34      44      58
   34      45       9
   34      46      95
   34      47      76
   34      48      20
   34      49      87
   34      50      64
   34      51      25
   34      52      65
   34      53      86
   34      54      27
   34      55      46
   34      56       6
   34      57      55
   34      58      89
   34      59      50
   34      60      80
   34      61      20
   34      62      20
   34      63      43
   34      64      78
   34      65      62
   34      66      96
   34      67      57
   34      68      80
   34      69      98
   34      70      57
   34      71      93
   34      72      79
   34      73      41
   34      74       7
   34      75      45
   34      76      99
   34      77      10
   34      78      54
   34      79      17
   34      80      76
   34      81      81
   34      82      18
   34      83      35
   34      84      52
   34      85      31
   34      86      32
   34      87      77
   34      88      28
   34      89      33
   34      90      36
   34      91      94
   34      92      58
   34      93      71
   34      94      82
   34      95      80
   34      96      51
   34      97      67
   34      98      86
   34      99      89
   34     100      13
   35      36      43
   35      37     100
   35      38      41
   35      39      25
   35      40     100
   35      41      36
   35      42      78
   35      43      18
   35      44      61
   35      45      41
   35      46      49
   35      47       3
   35      48      52
   35      49      45
   35      50      70
   35      51      18
   35      52      93
   35      53      32
   35      54      16
   35      55      10
   35      56      69
   35      57      56
   35      58      62
   35      59      47
   35      60      17
   35      61      72
   35      62      34
   35      63      41
   35      64      31
   35      65      74
   35      66      38
   35      67      54
   35      68       5
   35      69      29
   35      70      52
   35      71       3
   35      72      14
   35      73      31
   35      74      37
   35      75      43
   35      76      58
   35      77      60
   35      78       9
   35      79      64
   35      80       5
   35      81      75
   35      82      28
   35      83      76
   35      84       7
   35      85      38
   35      86      27
   35      87      35
   35      88      56
   35      89      49
   35      90      52
   35      91      70
   35      92      52
   35      93      67
   35      94      56
   35      95      17
   35      96      86
   35      97      55
   35      98       2
   35      99      15
   35     100      51
   36      37       7
   36      38      37
   36      39       1
   36      40      77
   36      41      86
   36      42      74
   36      43      74
   36      44       5
   36      45      71
   36      46      11
   36      47      59
   36      48      88
   36      49      60
   36      50      91
   36      51      75
   36      52      90
   36      53      62
   36      54      13
   36      55      68
   36      56      21
   36      57      72
   36      58      34
   36      59      80
   36      60      54
   36      61       8
   36      62      68
   36      63      61
   36      64      47
   36      65      98
   36      66      55
   36      67      40
   36      68      51
   36      69      78
   36      70      47
   36      71      33
   36      72      35
   36      73      66
   36      74      42
   36      75      28
   36      76      59
   36      77      61
   36      78      47
   36      79       4
   36      80      63
   36      81      89
   36      82      97
   36      83       4
   36      84      61
   36      85      41
   36      86      70
   36      87      83
   36      88      58
   36      89      32
   36      90      37
   36      91      76
   36      92      85
   36      93      67
   36      94       2
   36      95      51
   36      96      39
   36      97      22
   36      98      54
   36      99      44
   36     100      91
   37      38      91
   37      39      74
   37      40      30
   37      41     100
   37      42      60
   37      43      32
   37      44      22
   37      45      11
   37      46      53
   37      47      18
   37      48      92
   37      49       8
   37      50      69
   37      51      24
   37      52      33
   37      53      50
   37      54      51
   37      55      34
   37      56      79
   37      57      41
   37      58      12
   37      59      34
   37      60       7
   37      61      17
   37      62      27
   37      63      17
   37      64      65
   37      65      92
   37      66       3
   37      67      24
   37      68      14
   37      69      30
   37      70      73
   37      71      67
   37      72      77
   37      73      38
   37      74      62
   37      75      37
   37      76      24
   37      77      46
   37      78      65
   37      79      15
   37      80     100
   37      81      47
   37      82      95
   37      83      51
   37      84      37
   37      85      81
   37      86      38
   37      87      10
   37      88      87
   37      89      76
   37      90      80
   37      91       6
   37      92      12
   37      93      60
   37      94      19
   37      95      50
   37      96      26
   37      97      67
   37      98      28
   37      99      80
   37     100      12
   38      39      87
   38      40      52
   38      41      59
   38      42      41
   38      43      16
   38      44      22
   38      45     100
   38      46      82
   38      47      83
   38      48      56
   38      49      75
   38      50      99
   38      51      42
   38      52      31
   38      53       7
   38      54      93
   38      55      34
   38      56      47
   38      57      95
   38      58      15
   38      59      73
   38      60      63
   38      61       4
   38      62      45
   38      63      94
   38      64      81
   38      65      13
   38      66      15
   38      67      59
   38      68      74
   38      69      79
   38      70       2
   38      71      71
   38      72      30
   38      73      51
   38      74      85
   38      75      95
   38      76      95
   38      77      34
   38      78      76
   38      79      99
   38      80      53
   38      81      24
   38      82      54
   38      83       3
   38      84      49
   38      85      93
   38      86      74
   38      87      77
   38      88      41
   38      89      11
   38      90      33
   38      91      53
   38      92      79
   38      93      31
   38      94      66
   38      95      30
   38      96      52
   38      97      31
   38      98      40
   38      99      77
   38     100      16
   39      40      28
   39      41      82
   39      42      60
   39      43      53
   39      44      88
   39      45      87
   39      46      77
   39      47      94
   39      48      72
   39      49       4
   39      50      28
   39      51      55
   39      52      25
   39      53      59
   39      54     100
   39      55      60
   39      56      42
   39      57      84
   39      58      85
   39      59      88
   39      60      53
   39      61       4
   39      62      45
   39      63      20
   39      64      48
   39      65      29
   39      66      16
   39      67      87
   39      68      66
   39      69      57
   39      70      87
   39      71      94
   39      72      42
   39      73      19
   39      74      32
   39      75      11
   39      76      33
   39      77      35
   39      78      98
   39      79      43
   39      80      77
   39      81      39
   39      82      43
   39      83      89
   39      84      85
   39      85      43
   39      86      64
   39      87       9
   39      88      15
   39      89      38
   39      90      19
   39      91      90
   39      92      69
   39      93      35
   39      94      87
   39      95      75
   39      96      67
   39      97      16
   39      98      53
   39      99      75
   39     100      77
   40      41      28
   40      42      34
   40      43      46
   40      44      72
   40      45      70
   40      46      23
   40      47      91
   40      48      94
   40      49      89
   40      50      25
   40      51      53
   40      52      81
   40      53      13
   40      54      93
   40      55      37
   40      56      97
   40      57      51
   40      58      72
   40      59       5
   40      60      56
   40      61      99
   40      62      24
   40      63      95
   40      64      93
   40      65      16
   40      66      66
   40      67      71
   40      68      43
   40      69      44
   40      70      11
   40      71      78
   40      72      32
   40      73      93
   40      74     100
   40      75      89
   40      76      86
   40      77      17
   40      78      14
   40      79      59
   40      80      57
   40      81      79
   40      82      52
   40      83      74
   40      84      74
   40      85      95
   40      86      66
   40      87      93
   40      88      23
   40      89     100
   40      90      77
   40      91      88
   40      92      63
   40      93      38
   40      94      35
   40      95      72
   40      96      27
   40      97      14
   40      98      25
   40      99      82
   40     100      18
   41      42      75
   41      43      97
   41      44      41
   41      45       6
   41      46      59
   41      47      62
   41      48      83
   41      49      48
   41      50       8
   41      51     100
   41      52      29
   41      53      96
   41      54      46
   41      55      68
   41      56      66
   41      57      53
   41      58      73
   41      59      83
   41      60      52
   41      61      49
   41      62      75
   41      63      61
   41      64      17
   41      65      55
   41      66      71
   41      67      60
   41      68       1
   41      69      22
   41      70      29
   41      71      47
   41      72      91
   41      73      84
   41      74      87
   41      75       6
   41      76      14
   41      77      73
   41      78      87
   41      79      67
   41      80      54
   41      81      38
   41      82      83
   41      83      65
   41      84      32
   41      85      49
   41      86      55
   41      87      32
   41      88      19
   41      89      93
   41      90      49
   41      91      44
   41      92      97
   41      93      47
   41      94      71
   41      95      20
   41      96      35
   41      97      96
   41      98      18
   41      99       8
   41     100      82
   42      43      56
   42      44      64
   42      45      33
   42      46      72
   42      47      78
   42      48      52
   42      49      43
   42      50      90
   42      51      58
   42      52      62
   42      53      16
   42      54       9
   42      55      60
   42      56      43
   42      57       9
   42      58      58
   42      59      90
   42      60      64
   42      61      86
   42      62      84
   42      63      26
   42      64      57
   42      65      48
   42      66      51
   42      67      82
   42      68       2
   42      69      78
   42      70      57
   42      71      56
   42      72      49
   42      73      67
   42      74      11
   42      75       2
   42      76      69
   42      77      15
   42      78      98
   42      79      16
   42      80      29
   42      81      42
   42      82      10
   42      83      92
   42      84      82
   42      85      54
   42      86      27
   42      87      53
   42      88      23
   42      89      95
   42      90      90
   42      91      17
   42      92      52
   42      93      72
   42      94      58
   42      95      89
   42      96       6
   42      97      32
   42      98      50
   42      99      33
   42     100      57
   43      44       8
   43      45      22
   43      46      46
   43      47      57
   43      48      21
   43      49      82
   43      50      19
   43      51      12
   43      52      82
   43      53       6
   43      54      19
   43      55      74
   43      56      56
   43      57       6
   43      58      35
   43      59      69
   43      60      54
   43      61      27
   43      62      20
   43      63      56
   43      64      50
   43      65      79
   43      66      84
   43      67      36
   43      68      39
   43      69      76
   43      70      34
   43      71      35
   43      72      94
   43      73      86
   43      74       9
   43      75      23
   43      76      33
   43      77      79
   43      78      50
   43      79      51
   43      80      48
   43      81      15
   43      82      78
   43      83      48
   43      84      92
   43      85      66
   43      86      19
   43      87      23
   43      88      15
   43      89      10
   43      90      37
   43      91      33
   43      92      92
   43      93      54
   43      94      57
   43      95      10
   43      96      40
   43      97      22
   43      98      33
   43      99      84
   43     100      79
   44      45       9
   44      46      98
   44      47      59
   44      48      18
   44      49      17
   44      50      32
   44      51      57
   44      52      91
   44      53      39
   44      54      85
   44      55      63
   44      56      95
   44      57      29
   44      58      42
   44      59      58
   44      60      93
   44      61      54
   44      62      94
   44      63      31
   44      64      12
   44      65      69
   44      66      79
   44      67      96
   44      68      22
   44      69      44
   44      70      37
   44      71      95
   44      72      11
   44      73      12
   44      74      27
   44      75      38
   44      76      44
   44      77      20
   44      78       4
   44      79      96
   44      80      92
   44      81       5
   44      82      42
   44      83      14
   44      84       5
   44      85      82
   44      86      76
   44      87      74
   44      88      80
   44      89      14
   44      90      36
   44      91      79
   44      92      63
   44      93      22
   44      94      20
   44      95      34
   44      96      54
   44      97      41
   44      98      13
   44      99      71
   44     100      21
   45      46      92
   45      47       7
   45      48      79
   45      49      23
   45      50      98
   45      51      80
   45      52      29
   45      53      77
   45      54       4
   45      55      50
   45      56      50
   45      57      56
   45      58      65
   45      59      85
   45      60      50
   45      61      17
   45      62      30
   45      63       6
   45      64      13
   45      65      47
   45      66      77
   45      67      52
   45      68      77
   45      69      49
   45      70      20
   45      71       7
   45      72      67
   45      73      39
   45      74      48
   45      75      13
   45      76      29
   45      77      16
   45      78      92
   45      79      29
   45      80      23
   45      81      24
   45      82      64
   45      83      52
   45      84      32
   45      85      86
   45      86      17
   45      87      69
   45      88      29
   45      89      34
   45      90      26
   45      91      95
   45      92      12
   45      93      67
   45      94       4
   45      95      25
   45      96      40
   45      97      89
   45      98      70
   45      99      66
   45     100      13
   46      47      65
   46      48       7
   46      49      45
   46      50      78
   46      51       6
   46      52      51
   46      53      75
   46      54      85
   46      55      82
   46      56      33
   46      57      95
   46      58      68
   46      59      41
   46      60      63
   46      61      40
   46      62      28
   46      63       5
   46      64      43
   46      65      36
   46      66      19
   46      67      98
   46      68      33
   46      69      50
   46      70      67
   46      71      74
   46      72      27
   46      73      48
   46      74      42
   46      75      94
   46      76      68
   46      77      84
   46      78      60
   46      79      46
   46      80      43
   46      81      23
   46      82      39
   46      83      89
   46      84      50
   46      85      34
   46      86      72
   46      87      79
   46      88      60
   46      89      40
   46      90      29
   46      91      18
   46      92      32
   46      93      35
   46      94      59
   46      95      36
   46      96      12
   46      97      47
   46      98      20
   46      99      42
   46     100       3
   47      48      72
   47      49      90
   47      50      66
   47      51      27
   47      52      28
   47      53       5
   47      54      81
   47      55      61
   47      56      63
   47      57      19
   47      58      32
   47      59      49
   47      60      12
   47      61      92
   47      62      11
   47      63      69
   47      64      69
   47      65       8
   47      66      19
   47      67      57
   47      68      97
   47      69      63
   47      70      69
   47      71      53
   47      72      46
   47      73       3
   47      74      19
   47      75      69
   47      76      49
   47      77      18
   47      78       9
   47      79      20
   47      80      99
   47      81      76
   47      82      60
   47      83      20
   47      84      47
   47      85      52
   47      86      68
   47      87       1
   47      88      26
   47      89      55
   47      90      69
   47      91      11
   47      92      97
   47      93       7
   47      94      53
   47      95       7
   47      96      92
   47      97      10
   47      98      20
   47      99      93
   47     100      49
   48      49      47
   48      50      73
   48      51      85
   48      52      25
   48      53      35
   48      54      41
   48      55      78
   48      56      35
   48      57      57
   48      58      11
   48      59      46
   48      60      48
   48      61      38
   48      62      55
   48      63      41
   48      64      64
   48      65      49
   48      66      19
   48      67      28
   48      68      70
   48      69      93
   48      70      70
   48      71      97
   48      72      64
   48      73      94
   48      74      84
   48      75      39
   48      76      42
   48      77      46
   48      78      74
   48      79      84
   48      80      58
   48      81       3
   48      82      50
   48      83      42
   48      84      34
   48      85      76
   48      86      21
   48      87      17
   48      88      18
   48      89      58
   48      90      45
   48      91      31
   48      92      23
   48      93      47
   48      94      97
   48      95      89
   48      96      38
   48      97      98
   48      98      82
   48      99      37
   48     100      88
   49      50      62
   49      51      87
   49      52      27
   49      53       5
   49      54      84
   49      55      94
   49      56      65
   49      57      89
   49      58      27
   49      59      73
   49      60      26
   49      61      87
   49      62      78
   49      63      13
   49      64      41
   49      65      34
   49      66       7
   49      67      75
   49      68       2
   49      69      74
   49      70      68
   49      71       3
   49      72      80
   49      73      27
   49      74      53
   49      75      20
   49      76      55
   49      77      58
   49      78      57
   49      79      62
   49      80      61
   49      81      58
   49      82      31
   49      83      42
   49      84      72
   49      85      58
   49      86      83
   49      87      37
   49      88      59
   49      89     100
   49      90      21
   49      91      23
   49      92      64
   49      93      48
   49      94      25
   49      95      63
   49      96      88
   49      97      75
   49      98      21
   49      99      47
   49     100      18
   50      51      94
   50      52      41
   50      53      58
   50      54      12
   50      55      44
   50      56      81
   50      57      82
   50      58      75
   50      59      33
   50      60      73
   50      61      36
   50      62      26
   50      63      92
   50      64      99
   50      65      66
   50      66      23
   50      67      14
   50      68      25
   50      69      95
   50      70      99
   50      71      36
   50      72      66
   50      73      69
   50      74      90
   50      75      96
   50      76       1
   50      77      72
   50      78      82
   50      79      98
   50      80      79
   50      81      67
   50      82       6
   50      83      29
   50      84      77
   50      85      55
   50      86      33
   50      87      93
   50      88      15
   50      89      56
   50      90      28
   50      91      33
   50      92      98
   50      93      66
   50      94      48
   50      95      64
   50      96      37
   50      97      37
   50      98      81
   50      99      84
   50     100      77
   51      52      71
   51      53       3
   51      54      25
   51      55      65
   51      56      38
   51      57      35
   51      58      40
   51      59      18
   51      60      12
   51      61      71
   51      62      40
   51      63      20
   51      64      41
   51      65      31
   51      66      89
   51      67      70
   51      68      97
   51      69      23
   51      70      37
   51      71      91
   51      72      59
   51      73      99
   51      74      94
   51      75      13
   51      76      40
   51      77      72
   51      78      88
   51      79      12
   51      80       1
   51      81      72
   51      82      23
   51      83      28
   51      84      24
   51      85      35
   51      86       8
   51      87      90
   51      88      24
   51      89      49
   51      90      67
   51      91      56
   51      92      25
   51      93      58
   51      94      32
   51      95      33
   51      96      60
   51      97     100
   51      98      36
   51      99      46
   51     100      61
   52      53      45
   52      54       8
   52      55      76
   52      56      10
   52      57      53
   52      58      18
   52      59      50
   52      60       2
   52      61      11
   52      62      98
   52      63      32
   52      64      28
   52      65      14
   52      66      51
   52      67      82
   52      68      32
   52      69      72
   52      70      91
   52      71      70
   52      72      40
   52      73      39
   52      74      91
   52      75      86
   52      76       3
   52      77      62
   52      78      10
   52      79      99
   52      80       8
   52      81      17
   52      82      22
   52      83      82
   52      84      92
   52      85      38
   52      86      20
   52      87      47
   52      88      30
   52      89      94
   52      90       4
   52      91     100
   52      92       4
   52      93      47
   52      94      78
   52      95      52
   52      96      12
   52      97      79
   52      98      47
   52      99      48
   52     100      69
   53      54     100
   53      55      47
   53      56      50
   53      57      20
   53      58      74
   53      59      70
   53      60      87
   53      61      59
   53      62      62
   53      63      19
   53      64      50
   53      65      31
   53      66      90
   53      67      80
   53      68      13
   53      69      31
   53      70      11
   53      71       6
   53      72      80
   53      73      93
   53      74      64
   53      75      79
   53      76      88
   53      77       7
   53      78      95
   53      79      71
   53      80      77
   53      81       6
   53      82      48
   53      83      28
   53      84      17
   53      85      58
   53      86      48
   53      87      14
   53      88      77
   53      89      48
   53      90      13
   53      91      71
   53      92      54
   53      93      74
   53      94      70
   53      95      86
   53      96      61
   53      97      24
   53      98      76
   53      99      72
   53     100      42
   54      55      18
   54      56      39
   54      57      90
   54      58      51
   54      59      67
   54      60      32
   54      61      69
   54      62      17
   54      63      57
   54      64      56
   54      65      49
   54      66      37
   54      67      72
   54      68      61
   54      69      85
   54      70      23
   54      71      91
   54      72      84
   54      73      57
   54      74       6
   54      75      27
   54      76      13
   54      77      18
   54      78       3
   54      79      99
   54      80      86
   54      81      31
   54      82       6
   54      83      51
   54      84      88
   54      85      69
   54      86      68
   54      87      90
   54      88      96
   54      89      26
   54      90      36
   54      91      10
   54      92      72
   54      93      13
   54      94      41
   54      95      14
   54      96      81
   54      97      48
   54      98      92
   54      99      19
   54     100      95
   55      56      23
   55      57      97
   55      58      18
   55      59      53
   55      60      29
   55      61      91
   55      62       4
   55      63      45
   55      64      96
   55      65      90
   55      66      43
   55      67      20
   55      68      15
   55      69      19
   55      70      12
   55      71      79
   55      72      64
   55      73      50
   55      74      92
   55      75      24
   55      76      25
   55      77       7
   55      78      57
   55      79      50
   55      80      31
   55      81      17
   55      82      64
   55      83      48
   55      84      29
   55      85      58
   55      86      44
   55      87      52
   55      88      55
   55      89      40
   55      90      78
   55      91      95
   55      92      22
   55      93      19
   55      94      96
   55      95      41
   55      96      89
   55      97       2
   55      98      77
   55      99      97
   55     100      69
   56      57      75
   56      58      41
   56      59      67
   56      60      58
   56      61      89
   56      62      67
   56      63      10
   56      64      73
   56      65      36
   56      66      36
   56      67      88
   56      68      69
   56      69      52
   56      70      68
   56      71      76
   56      72      93
   56      73      46
   56      74      87
   56      75      41
   56      76       7
   56      77      83
   56      78       1
   56      79      43
   56      80      71
   56      81      40
   56      82      59
   56      83      43
   56      84      70
   56      85      79
   56      86      88
   56      87      51
   56      88      56
   56      89      73
   56      90      67
   56      91      56
   56      92       1
   56      93      99
